"","CON02_T2","CON05_T2","CON06_T2","CON07_T2","CON08_T2","CON09_T2","CON10_T2","CON11_T2","CON12_T2","CON13_T2","CON14_T2","CON17_T2","CON18_T2","CON19_T2","CON20_T2","CON21_T2","CON22_T2"
"ACTL8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTL9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTMAP",268,219,223,162,281,215,194,236,41,128,279,369,269,262,205,264,120
"ACTN1",7022,7292,5712,5396,6193,6190,9290,8755,2288,5592,9211,8339,6358,10130,7586,8991,3648
"ACTN1-DT",7,5,6,1,13,17,9,3,1,18,14,9,9,9,6,10,3
"ACTN2",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"ACTN3",5,3,5,11,1,5,2,5,2,3,1,5,9,14,1,26,9
"ACTN3-AS1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTN4",5373,4864,4385,5405,4506,3947,4898,5263,1421,3303,7285,7155,6307,8071,4794,8215,2840
"ACTN4P1",0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0
"ACTN4P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR10",1282,695,694,607,1359,924,755,797,193,618,778,1412,1339,1231,883,1356,505
"ACTR1A",3420,2299,2445,2086,2710,2610,2442,2365,808,1638,3601,3735,3484,3187,2472,3457,1464
"ACTR1AP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR1B",2172,1454,1636,1357,2209,1826,1544,1304,365,969,1598,2595,2393,1894,1438,1919,881
"ACTR2",16403,13185,11745,12810,19771,14859,13430,14581,3908,10784,16933,22504,19023,21554,13365,18038,7901
"ACTR2P1",0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
"ACTR2P2",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR3",13374,8597,8137,8220,14020,10973,8866,10017,2848,7969,11725,15524,14080,14228,9448,12582,5474
"ACTR3-AS1",9,12,8,4,15,7,6,0,1,2,6,13,22,10,10,19,5
"ACTR3B",167,101,138,117,208,154,106,118,44,74,106,169,206,155,95,163,64
"ACTR3BP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR3BP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR3BP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR3BP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR3BP5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR3BP6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR3BP7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR3C",35,15,21,10,38,20,17,13,3,12,10,43,26,24,22,25,9
"ACTR3P2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR3P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR5",508,250,289,253,524,410,287,266,82,207,297,524,570,394,266,386,166
"ACTR6",402,181,291,237,793,310,166,194,68,261,146,369,427,342,162,419,111
"ACTR6P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR8",477,379,374,368,660,379,322,290,75,240,508,705,621,519,394,447,222
"ACTRT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTRT1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTRT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTRT3",2,3,0,0,2,3,0,3,0,0,0,3,2,0,1,0,0
"ACVR1",500,290,241,295,547,386,398,228,70,194,358,602,544,428,414,415,191
"ACVR1B",679,567,549,474,767,515,483,471,114,387,1009,941,737,716,464,484,287
"ACVR1C",26,23,37,15,129,23,55,14,2,10,20,47,36,28,18,17,8
"ACVR2A",162,212,161,154,212,196,164,151,14,88,137,246,232,233,131,179,74
"ACVR2B",185,174,140,126,387,165,213,119,30,61,128,260,254,262,184,150,68
"ACVR2B-AS1",6,2,1,2,3,1,10,0,1,2,3,4,6,4,1,0,0
"ACVRL1",30,51,37,13,31,31,20,18,8,8,31,55,51,51,29,36,18
"ACY1",32,9,25,15,49,44,34,24,10,19,35,44,42,28,20,30,11
"ACY3",30,17,3,17,22,33,12,19,1,10,15,21,29,14,6,18,7
"ACYP1",148,127,71,68,214,91,124,110,27,46,57,196,178,135,113,113,43
"ACYP2",198,111,137,92,202,167,126,94,20,92,141,217,194,149,125,163,58
"ADA",1226,507,667,617,918,864,764,559,172,405,689,1233,1357,798,635,920,572
"ADA2",7226,6272,6408,5502,8135,5832,4951,4928,1412,3340,7887,11858,9542,6025,5459,7853,3383
"ADAD1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ADAD1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAD1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAD2",1,0,1,0,2,0,0,0,1,0,0,2,2,1,0,1,1
"ADAM10",3349,3107,2780,3254,5276,3377,3561,3566,944,2816,3485,4805,4040,4922,3448,4381,1695
"ADAM11",12,10,14,8,16,5,9,4,3,2,12,19,16,8,8,7,8
"ADAM12",52,116,61,94,79,15,47,61,8,29,35,211,202,56,70,117,29
"ADAM15",1603,1156,1532,863,1305,1222,974,1264,236,678,1417,1524,1236,1337,1085,1444,678
"ADAM17",981,770,807,841,1254,987,846,804,225,768,1135,1337,1254,1176,884,1252,476
"ADAM18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM19",3624,2704,2017,2560,3370,2319,2512,3154,789,2633,6516,4864,3496,5697,3232,3443,1337
"ADAM1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM1B",1,1,0,0,0,1,0,7,0,0,3,0,0,0,0,0,0
"ADAM2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ADAM20",1,3,0,3,4,0,0,1,0,0,1,4,2,5,3,0,0
"ADAM20P1",6,9,9,3,13,10,13,8,2,7,4,12,22,7,15,4,3
"ADAM20P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM20P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM21",7,0,2,0,1,1,1,0,0,0,2,0,1,2,1,1,1
"ADAM21P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM22",78,70,69,95,103,69,49,35,14,31,61,159,132,121,68,67,20
"ADAM23",80,32,38,32,151,101,36,21,20,43,87,78,67,97,83,60,35
"ADAM24P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM28",865,859,334,593,1205,723,464,617,216,546,1174,1296,1015,1227,517,999,293
"ADAM29",2,1,1,2,0,0,0,0,2,0,1,1,3,2,0,2,1
"ADAM30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM32",0,0,0,6,2,0,2,0,0,0,0,0,0,0,0,0,0
"ADAM33",1,0,2,0,3,0,0,0,0,0,1,9,3,4,6,11,2
"ADAM3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM7-AS1",3,4,0,0,8,5,3,0,1,4,4,12,6,11,6,5,1
"ADAM7-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM8",8066,7326,7317,6769,6712,6054,9365,11736,2900,6055,15560,8790,6899,10831,7634,10063,3429
"ADAM9",291,315,293,276,332,212,236,316,56,289,347,401,358,363,331,344,159
"ADAMDEC1",11,4,8,7,12,21,4,11,2,12,14,15,28,7,4,13,0
"ADAMTS1",67,121,179,200,87,39,28,13,11,50,45,65,117,14,33,80,62
"ADAMTS10",372,345,396,358,659,457,464,197,73,176,290,580,536,667,373,355,301
"ADAMTS12",0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ADAMTS13",35,46,40,23,70,27,20,26,6,35,28,36,58,33,28,31,8
"ADAMTS14",3,5,4,5,9,2,1,5,0,7,3,8,13,8,2,8,4
"ADAMTS15",1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0
"ADAMTS16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS16-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS16-DT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS17",49,32,71,18,107,37,42,16,3,27,47,42,48,40,12,17,24
"ADAMTS18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS19-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS2",0,3,4,2,1,0,2,2,0,0,0,1,2,0,0,6,0
"ADAMTS20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS3",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS4",46,42,29,41,83,33,47,25,8,9,22,74,67,15,36,22,28
"ADAMTS5",25,29,34,17,26,20,16,10,1,38,11,14,9,50,7,13,16
"ADAMTS6",24,26,15,29,48,41,10,7,3,26,21,66,88,30,14,25,15
"ADAMTS7",5,8,1,1,5,0,0,0,1,0,8,1,0,1,1,3,4
"ADAMTS7P1",122,40,24,22,113,39,50,27,18,22,199,148,82,66,38,31,32
"ADAMTS7P3",0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
"ADAMTS7P4",48,24,17,14,58,8,9,23,13,18,84,47,63,24,16,15,9
"ADAMTS7P5",20,6,3,4,14,10,25,8,6,4,28,12,8,6,13,12,6
"ADAMTS8",0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
"ADAMTS9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ADAMTS9-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS9-AS2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTSL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTSL2",18,11,1,2,34,14,10,2,1,7,3,21,11,6,10,8,16
"ADAMTSL3",0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
"ADAMTSL4",532,633,677,423,765,425,632,746,192,445,848,866,634,691,595,766,368
"ADAMTSL4-AS1",94,88,49,108,54,75,120,132,53,61,154,165,106,75,158,172,65
"ADAMTSL4-AS2",78,50,37,71,15,47,126,69,36,27,94,73,58,49,76,108,47
"ADAMTSL5",55,38,34,19,84,65,90,49,6,25,19,81,58,40,31,42,22
"ADAP1",780,611,690,362,500,540,516,648,161,550,652,683,632,755,418,652,327
"ADAP2",519,361,454,252,509,455,322,396,95,272,514,635,523,384,298,486,258
"ADAR",11749,11232,9117,9893,13781,11596,12826,11431,4747,9125,17422,26954,20122,17778,16082,17456,5970
"ADARB1",1243,834,606,781,1435,967,861,555,276,532,1289,1888,1457,1210,809,1137,398
"ADARB2",0,0,3,4,2,3,0,0,1,1,4,2,0,19,0,0,3
"ADARB2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAT1",539,468,412,509,546,410,471,392,119,332,466,827,828,589,500,476,239
"ADAT2",471,380,325,296,728,422,359,212,60,203,309,607,670,413,424,283,205
"ADAT3",125,59,61,60,68,61,63,72,13,38,66,95,84,69,57,51,27
"ADCK1",229,206,172,173,284,271,211,174,47,126,264,368,304,243,201,250,110
"ADCK2",786,469,542,395,592,548,472,433,125,287,533,890,872,568,464,675,264
"ADCK5",290,185,262,193,327,250,240,232,54,120,218,317,316,274,222,249,150
"ADCY1",0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"ADCY10",7,6,2,1,12,9,11,6,0,3,9,11,12,7,5,2,1
"ADCY10P1",376,295,195,240,554,264,367,276,71,174,393,509,393,341,267,375,139
"ADCY2",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ADCY3",472,386,379,362,497,490,383,361,58,214,398,748,611,391,402,416,217
"ADCY4",153,133,118,88,160,83,116,127,39,101,267,193,147,203,177,198,57
"ADCY5",3,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0
"ADCY6",8,10,15,11,18,15,4,10,1,3,10,15,7,12,17,31,10
"ADCY6-DT",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ADCY7",4939,4309,4171,4461,8279,4529,4140,4105,1091,2470,5558,7886,6738,6059,4300,4265,2338
"ADCY8",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ADCY9",307,331,393,362,324,193,234,147,55,113,327,337,298,540,208,261,104
"ADCYAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCYAP1R1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ADD1",7504,6101,5179,6394,7346,5844,5893,5264,1858,3903,8876,9323,8412,8476,6333,8266,3678
"ADD2",284,233,220,180,374,311,232,231,45,110,233,529,469,339,227,226,118
"ADD3",6909,5386,4890,4510,10395,6156,5228,4552,1141,3280,5117,9449,8390,7492,4853,5667,2345
"ADD3-AS1",10,8,13,10,36,14,17,12,3,12,12,12,16,19,5,12,5
"ADGB",1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1
"ADGB-DT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRA1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRA2",80,142,151,91,130,100,49,72,21,48,75,210,185,137,60,131,50
"ADGRA3",122,45,52,63,82,81,65,39,9,38,50,113,105,76,84,39,30
"ADGRA3P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ADGRB1",51,24,59,35,45,24,36,22,10,21,48,77,45,57,49,27,9
"ADGRB2",36,58,75,88,20,26,18,14,12,14,11,54,49,17,15,48,18
"ADGRB3",0,13,11,2,2,0,2,1,0,1,0,1,1,6,5,0,1
"ADGRB3-DT",9,46,59,37,14,2,12,8,2,17,6,5,15,28,21,10,21
"ADGRD1",97,115,82,45,113,60,73,76,13,52,40,59,53,79,31,60,31
"ADGRD1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRD1-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRE1",2962,1126,886,577,2127,1417,2056,2331,347,710,6095,2691,2420,1247,1479,904,869
"ADGRE2",2829,3303,1817,2906,2824,2143,4092,4999,1107,3755,6713,2999,2482,4555,4170,4750,1882
"ADGRE3",2832,2053,1721,1749,2082,2096,2880,3973,818,2449,4971,2212,1747,4884,2056,4843,1321
"ADGRE4P",920,213,96,94,624,107,241,210,60,83,1305,645,592,268,251,169,124
"ADGRE5",14448,13229,14324,13537,11459,13160,15536,15468,6043,12014,18843,14660,13008,14265,12757,27399,6582
"ADGRF1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ADGRF2P",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ADGRF3",10,14,19,1,19,11,12,14,3,13,9,23,12,14,16,13,6
"ADGRF4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ADGRF5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRF5-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRF5P1",11,0,0,1,21,18,0,12,0,1,8,16,24,10,0,4,1
"ADGRF5P2",1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"ADGRG1",1392,1800,2609,4172,2260,1119,1044,1096,607,1009,1965,1803,2135,3666,1255,3461,1142
"ADGRG2",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
"ADGRG3",2672,3330,3347,2452,1540,2643,4127,6370,1226,2655,7075,3435,2274,5429,3500,5852,1100
"ADGRG4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRG5",1116,564,622,757,787,525,460,481,166,306,1705,1320,1450,996,622,891,370
"ADGRG6",19,2,7,13,30,6,3,6,0,18,30,14,17,5,8,16,5
"ADGRG7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRL1",755,578,628,698,1199,968,643,308,131,271,602,1375,1248,593,543,689,371
"ADGRL1-AS1",294,202,216,185,341,215,255,167,57,159,313,426,370,322,266,312,127
"ADGRL2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ADGRL3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ADGRL3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRL4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"ADGRV1",3,2,2,3,1,1,1,0,0,1,2,2,3,6,0,2,1
"ADH1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH1C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH5",2332,1088,1162,893,2214,1486,1017,960,296,878,1142,2152,2297,2033,1136,1733,725
"ADH5P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH5P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH5P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH5P5",0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0
"ADH6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADHFE1",219,180,204,162,270,179,125,121,17,78,199,294,346,181,105,223,110
"ADI1",1826,933,1110,906,1437,1214,990,928,305,790,1183,2013,1945,1390,1138,1495,681
"ADI1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADI1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADI1P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADIG",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ADIPOQ",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ADIPOQ-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADIPOR1",18331,18237,13101,23405,7134,8682,19826,14119,11011,10326,32592,6553,5065,12217,32000,10819,17250
"ADIPOR1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADIPOR1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ADIPOR2",2085,1335,1356,1273,2198,1457,1376,1220,412,1062,1656,2594,2471,2144,1405,2317,701
"ADIRF",3,4,5,2,1,0,0,2,0,0,0,0,0,1,0,3,1
"ADIRF-AS1",54,120,96,86,95,53,68,62,8,40,49,94,72,40,44,53,44
"ADISSP",1161,731,1056,538,848,1035,767,939,203,480,797,1214,1232,871,535,898,441
"ADK",509,222,256,217,595,476,280,333,88,227,344,593,562,528,317,425,200
"ADM",538,528,482,319,199,633,874,2298,265,537,1236,727,508,875,1071,615,337
"ADM-DT",6,1,2,3,5,6,2,6,1,0,16,5,5,8,3,2,3
"ADM2",53,34,40,30,40,62,65,53,6,20,43,72,58,47,47,56,28
"ADM5",18,20,18,26,32,21,27,11,10,9,28,30,32,20,22,30,6
"ADNP",2773,1972,1922,2054,3737,2308,1942,1689,510,1315,2471,3590,3340,2922,1880,2447,970
"ADNP-AS1",32,12,19,22,47,19,23,20,2,16,22,31,37,20,15,21,8
"ADNP2",531,480,480,474,754,501,479,374,105,276,466,840,739,682,403,541,224
"ADO",770,530,536,396,844,674,483,436,115,373,542,863,900,745,494,544,290
"ADORA1",10,4,4,0,12,7,2,5,0,2,5,39,29,14,6,54,1
"ADORA1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADORA1-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADORA2A",65,52,62,38,113,61,54,43,10,37,57,139,114,101,87,66,44
"ADORA2A-AS1",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2
"ADORA2B",46,28,39,40,55,44,15,28,9,27,64,45,43,25,14,23,19
"ADORA2BP1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ADORA3",371,59,35,28,168,99,48,63,33,44,565,319,274,97,105,88,52
"ADPGK",3856,2825,2709,2619,4684,3358,3276,2858,836,2434,3894,5139,4965,4408,3011,3885,1555
"ADPGK-AS1",4,2,4,5,9,12,11,4,0,3,7,10,3,12,2,5,3
"ADPRH",509,360,329,293,523,408,285,361,79,250,520,660,562,392,401,447,167
"ADPRHL1",15,11,11,5,12,11,14,7,2,4,19,13,25,13,16,29,3
"ADPRM",283,149,169,130,433,196,146,108,59,158,176,279,281,229,163,228,103
"ADPRS",1028,662,662,597,794,875,667,745,248,575,801,1124,1078,1016,661,1084,392
"ADRA1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRA1B",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ADRA1D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRA2A",13,11,11,32,13,22,5,14,5,7,14,44,40,12,22,10,12
"ADRA2B",0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"ADRA2C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRB1",9,5,4,3,6,1,7,9,2,3,9,19,4,24,3,20,3
"ADRB2",703,456,535,481,521,530,320,323,103,283,485,710,918,774,356,711,257
"ADRB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRM1",2396,1516,1747,1430,1502,1832,1499,1731,541,1091,1888,2543,2294,2075,1458,2322,994
"ADSL",1565,724,877,708,1611,1275,895,829,264,664,980,1537,1572,1091,871,1185,483
"ADSS1",51,41,57,33,56,36,31,31,8,21,25,76,70,44,37,43,19
"ADSS2",1829,1302,1510,1409,2309,1562,1339,1116,353,961,1544,2151,2205,1906,1306,1605,888
"ADTRP",219,129,192,115,411,179,277,45,35,71,73,148,170,180,173,109,44
"AEBP1",352,186,244,211,476,317,317,176,65,184,320,486,411,340,283,327,142
"AEBP2",602,486,467,417,935,561,460,384,107,332,466,843,808,692,428,575,249
"AEN",792,494,624,415,806,674,582,405,126,322,484,1048,897,663,543,553,368
"AFAP1",184,170,189,272,239,157,98,131,46,105,134,324,244,320,151,363,60
"AFAP1-AS1",3,4,7,9,6,4,3,8,1,4,3,6,8,4,1,7,9
"AFAP1L1",12,4,2,2,6,0,4,7,1,3,12,7,9,17,1,0,8
"AFAP1L2",168,109,104,111,180,125,114,112,32,53,87,129,165,88,129,150,59
"AFDN",107,198,174,206,194,161,123,110,36,317,155,322,302,303,108,347,108
"AFDN-DT",0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,3,0
"AFF1",1616,1604,1418,1649,2582,1570,1940,1628,560,1134,2114,2724,2172,2441,1995,1765,808
"AFF2",80,31,26,14,65,38,50,31,26,25,132,106,71,72,37,58,16
"AFF2-IT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFF3",555,526,311,630,1071,650,359,381,133,391,691,1064,821,930,486,635,282
"AFF4",1289,1208,1067,1214,2370,1373,1483,961,333,837,1484,2106,1851,2006,1159,1581,542
"AFF4-DT",0,1,0,0,0,0,0,0,1,0,2,2,0,0,0,2,0
"AFF4P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFG1L",47,42,31,52,79,57,47,43,6,22,31,91,84,58,41,50,19
"AFG2A",180,130,105,114,307,154,157,69,33,58,132,237,243,204,147,169,66
"AFG2B",363,163,224,293,396,267,197,261,91,121,221,399,377,404,240,314,153
"AFG3L1P",755,683,503,489,1032,585,634,398,152,362,648,959,1014,777,538,659,279
"AFG3L2",1179,713,768,602,1249,951,600,603,192,503,809,1293,1402,934,673,1007,435
"AFG3L2P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFMID",152,86,130,91,193,86,90,113,19,69,113,184,193,97,105,108,69
"AFP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFTPH",1959,1638,1368,1481,2625,1594,1544,1720,450,1370,2170,2773,2295,2563,1705,2523,827
"AFTPH-DT",54,45,36,31,49,22,25,74,10,31,39,53,36,51,31,45,16
"AGA",476,326,357,256,619,494,310,307,82,240,264,676,599,447,442,511,221
"AGA-DT",16,5,1,7,6,7,11,8,1,6,3,5,18,11,2,12,2
"AGAP1",83,119,196,152,136,48,75,37,13,87,93,182,263,235,98,324,69
"AGAP1-IT1",0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0
"AGAP10P",5,11,8,6,20,6,18,2,2,5,4,7,8,12,7,20,1
"AGAP11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGAP12P",8,1,11,1,13,3,0,5,2,8,13,19,19,5,18,15,23
"AGAP13P",2,4,3,0,0,4,1,1,0,0,8,6,2,4,1,0,3
"AGAP14P",20,9,19,23,34,6,20,33,7,7,24,17,15,25,24,29,9
"AGAP2",2201,1902,2102,1934,2535,1786,1941,1598,444,1122,2464,3304,2857,2790,1898,2314,1014
"AGAP2-AS1",9,4,4,3,9,20,2,8,2,4,6,10,13,3,7,6,8
"AGAP3",733,696,741,512,639,572,466,497,104,311,533,821,754,608,473,639,305
"AGAP4",264,206,180,138,315,189,194,114,21,130,217,341,323,300,185,217,113
"AGAP5",8,7,6,18,24,14,9,0,2,1,12,14,25,16,12,3,4
"AGAP6",731,432,354,413,976,462,405,218,69,200,511,877,865,520,477,411,221
"AGAP7P",238,88,99,174,216,150,103,206,40,95,225,199,198,87,159,258,88
"AGAP9",81,118,118,93,116,102,165,71,18,40,121,171,195,118,77,91,67
"AGBL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGBL1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGBL2",73,39,27,25,134,72,34,24,10,28,40,105,87,46,43,42,20
"AGBL3",76,55,28,26,107,49,45,15,8,18,28,64,72,64,41,25,26
"AGBL4",1,1,0,1,1,0,4,0,1,0,0,1,1,1,3,0,1
"AGBL4-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGBL4-IT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGBL5",288,214,246,193,308,271,217,193,81,153,235,368,324,216,218,248,119
"AGBL5-AS1",0,1,2,0,1,0,0,1,1,0,3,1,0,3,0,0,1
