"","CON02_T1","CON05_T1","CON06_T1","CON07_T1","CON08_T1","CON09_T1","CON10_T1","CON11_T1","CON12_T1","CON13_T1","CON14_T1","CON17_T1","CON18_T1","CON19_T1","CON20_T1","CON21_T1","CON22_T1"
"ACTG1P25",0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0
"ACTG1P3",1,6,11,6,2,14,6,6,3,2,0,6,13,5,2,0,0
"ACTG1P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTG1P9",0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ACTG2",1,2,6,3,6,4,2,0,0,4,1,3,4,4,3,3,0
"ACTL11P",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTL6A",511,658,696,558,520,1357,488,284,308,415,358,643,1180,1110,362,376,325
"ACTL6B",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTL7A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTL7B",0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0
"ACTL8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTL9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTMAP",145,188,240,227,171,247,142,182,141,149,194,211,322,322,129,130,97
"ACTN1",3987,8076,8450,6160,4657,5875,4652,7465,5660,5123,6342,4577,7941,11824,4381,4691,3423
"ACTN1-DT",4,7,5,8,8,18,11,5,10,10,3,6,6,5,6,4,3
"ACTN2",0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"ACTN3",4,8,3,8,0,2,0,0,3,1,1,3,0,8,1,11,2
"ACTN3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTN4",3146,5124,5566,5542,2951,3261,2766,3937,4155,3647,5042,3998,6559,8715,2956,3733,2324
"ACTN4P1",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"ACTN4P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR10",685,797,939,804,827,1358,743,490,527,604,573,835,1394,1447,659,730,570
"ACTR1A",1835,2649,3191,2847,1646,3042,1654,1990,1707,1838,2318,2216,4135,4026,1788,1911,1472
"ACTR1AP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR1B",1286,1598,2131,1635,1285,2665,1183,900,946,1306,1014,1601,2649,2569,907,1098,825
"ACTR2",8904,12329,15895,11363,8741,15895,9433,9624,10421,9157,12583,13013,20818,25205,7237,10256,7012
"ACTR2P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR2P2",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"ACTR3",7314,9434,11472,8567,7104,12974,6929,6646,6914,6890,8500,8800,15415,17716,5916,7490,5494
"ACTR3-AS1",3,13,6,10,6,18,5,5,5,4,10,11,14,10,3,10,4
"ACTR3B",81,105,174,145,193,205,89,72,53,89,65,116,203,244,101,92,77
"ACTR3BP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR3BP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR3BP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR3BP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR3BP5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR3BP6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR3BP7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR3C",6,9,21,15,6,43,12,12,11,4,19,18,36,46,17,12,15
"ACTR3P2",0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
"ACTR3P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR5",252,314,381,364,283,596,198,182,160,207,160,296,540,571,151,191,171
"ACTR6",129,163,191,201,344,700,205,65,114,208,80,227,375,483,118,288,222
"ACTR6P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR8",282,408,392,408,308,636,299,222,257,211,332,417,797,744,250,235,182
"ACTRT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTRT1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTRT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTRT3",0,1,4,2,3,4,2,8,0,0,3,4,5,5,0,2,0
"ACVR1",239,315,370,339,298,522,254,224,172,205,251,350,571,571,278,213,210
"ACVR1B",402,483,603,509,376,730,367,405,319,316,614,517,825,853,286,264,244
"ACVR1C",13,23,22,21,39,92,35,8,8,23,8,36,41,51,2,17,17
"ACVR2A",55,141,185,185,120,228,149,81,59,100,106,163,258,251,63,98,45
"ACVR2B",84,160,138,111,138,265,137,62,76,73,99,187,294,383,82,51,62
"ACVR2B-AS1",1,9,1,0,1,7,1,1,1,2,0,0,3,2,1,2,4
"ACVRL1",30,27,50,30,22,48,14,36,8,12,14,28,33,69,34,39,8
"ACY1",6,19,32,17,10,31,20,10,14,11,19,32,41,25,8,14,10
"ACY3",14,23,23,34,5,38,15,9,10,21,14,27,30,17,12,5,16
"ACYP1",73,122,104,77,127,174,129,61,59,50,60,133,176,168,68,65,48
"ACYP2",107,100,161,132,99,212,101,75,70,105,84,124,225,203,78,82,77
"ADA",681,506,775,768,520,970,583,366,399,572,422,664,1228,911,448,391,461
"ADA2",3637,5762,7469,6635,3708,6053,3142,3735,4269,3588,4277,6645,10346,7335,3294,3612,3084
"ADAD1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ADAD1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAD1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAD2",0,0,0,0,0,1,1,0,0,0,0,1,0,2,1,1,0
"ADAM10",1837,3158,3432,2808,2407,4222,2718,2505,2559,2362,2549,2787,4218,6189,1933,2635,1713
"ADAM11",10,12,4,7,1,16,4,2,5,4,0,8,27,24,2,4,1
"ADAM12",34,113,54,73,28,28,48,24,11,55,21,101,163,64,21,53,24
"ADAM15",812,1097,1736,1323,568,1675,718,849,708,906,718,948,1671,1564,773,792,652
"ADAM17",562,855,1039,787,632,1294,658,629,711,759,765,850,1392,1502,521,724,465
"ADAM18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM19",2130,3220,2896,2538,1578,4074,1727,2540,2173,2116,4748,3321,4727,7564,1665,1881,1084
"ADAM1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM1B",0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1
"ADAM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM20",0,1,3,3,5,4,0,2,2,1,0,4,4,1,4,1,5
"ADAM20P1",6,6,13,8,8,15,7,1,3,5,4,7,14,11,5,6,2
"ADAM20P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM20P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM21",4,2,4,2,5,2,2,0,0,3,0,0,2,3,1,0,0
"ADAM21P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM22",38,79,87,61,45,116,43,18,26,33,29,72,115,148,22,50,32
"ADAM23",46,53,51,57,67,159,39,20,63,38,64,65,86,172,46,33,44
"ADAM24P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM28",534,953,510,584,518,1253,436,327,538,730,834,846,1228,1726,302,584,259
"ADAM29",1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"ADAM30",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ADAM32",0,1,1,0,1,3,0,0,1,0,0,0,0,2,0,0,0
"ADAM33",2,0,2,3,0,5,1,0,0,0,0,2,7,3,3,4,0
"ADAM3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM7-AS1",2,3,3,0,2,7,2,1,2,0,2,5,9,18,3,2,2
"ADAM7-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM8",5279,8532,9815,7880,4395,7788,5223,10401,6338,6261,11151,5042,8120,12241,5298,5817,3299
"ADAM9",132,249,392,279,167,308,206,193,184,221,219,219,361,442,170,234,167
"ADAMDEC1",11,13,7,6,3,12,10,9,5,3,9,15,12,20,9,4,3
"ADAMTS1",45,92,149,161,11,58,21,4,16,42,32,39,58,35,16,9,40
"ADAMTS10",223,350,375,360,298,832,287,94,184,154,188,365,632,932,173,194,225
"ADAMTS12",0,0,0,1,0,0,0,0,4,0,1,0,0,0,2,2,0
"ADAMTS13",24,45,42,37,31,65,18,17,17,38,24,47,88,41,16,15,19
"ADAMTS14",3,5,7,9,3,5,7,3,1,7,0,7,6,11,2,0,1
"ADAMTS15",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
"ADAMTS16",0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
"ADAMTS16-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS16-DT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS17",18,45,70,33,35,103,45,10,22,15,35,41,53,67,11,17,11
"ADAMTS18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS19",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ADAMTS19-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS2",0,1,6,2,0,2,6,1,0,0,2,2,2,0,0,2,1
"ADAMTS20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS3",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS4",22,42,25,33,28,89,37,11,23,19,17,64,68,46,18,6,10
"ADAMTS5",15,19,49,30,10,32,6,9,13,20,2,10,15,72,6,13,13
"ADAMTS6",16,27,21,10,36,61,24,5,9,27,11,38,58,32,13,8,14
"ADAMTS7",1,1,0,0,1,2,0,3,2,6,7,5,1,4,0,0,5
"ADAMTS7P1",57,59,26,20,72,52,27,18,37,36,188,83,116,105,17,13,20
"ADAMTS7P3",0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1
"ADAMTS7P4",28,30,27,27,21,34,17,6,26,22,59,34,55,55,11,24,10
"ADAMTS7P5",7,0,1,6,3,20,11,13,16,6,14,3,9,16,1,10,7
"ADAMTS8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ADAMTS9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS9-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS9-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTSL1",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"ADAMTSL2",8,8,4,11,9,7,10,1,15,20,5,20,23,10,4,3,8
"ADAMTSL3",0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0
"ADAMTSL4",248,700,929,600,377,548,381,598,459,472,470,419,644,870,387,433,332
"ADAMTSL4-AS1",57,104,128,126,46,134,120,106,128,77,66,69,98,149,77,112,31
"ADAMTSL4-AS2",35,50,31,88,22,112,65,109,93,39,57,57,60,105,49,64,36
"ADAMTSL5",32,29,67,28,47,80,56,35,18,27,12,50,68,44,31,19,15
"ADAP1",507,575,983,593,275,599,375,520,291,547,368,367,721,942,348,481,310
"ADAP2",256,277,677,287,237,580,314,270,264,251,295,330,583,526,220,277,255
"ADAR",5801,12185,12328,9898,6960,13310,7775,9754,11033,8117,12784,15288,23477,21894,8883,7743,5655
"ADARB1",613,845,667,770,680,1498,546,396,732,615,896,1213,1824,1858,424,493,399
"ADARB2",2,1,0,1,1,4,2,0,0,1,3,4,6,33,0,1,2
"ADARB2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAT1",269,448,497,443,280,657,374,283,269,346,360,528,802,934,269,256,175
"ADAT2",253,384,395,300,359,920,321,142,179,250,216,393,604,621,165,170,202
"ADAT3",60,59,77,92,33,64,53,48,41,40,37,47,111,109,53,31,25
"ADCK1",143,256,225,230,140,352,133,109,112,191,140,217,404,289,116,103,101
"ADCK2",378,505,617,600,325,711,324,289,274,347,332,539,989,728,367,287,240
"ADCK5",157,198,291,228,143,339,125,99,158,167,138,204,354,361,98,129,95
"ADCY1",1,0,2,0,0,0,2,0,2,0,0,1,3,3,2,0,0
"ADCY10",2,10,7,10,5,9,6,2,6,1,3,0,2,2,4,3,1
"ADCY10P1",168,336,233,261,297,546,327,211,163,191,260,285,450,480,119,213,142
"ADCY2",0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0
"ADCY3",224,465,445,527,322,747,281,240,171,262,301,471,928,588,232,158,188
"ADCY4",96,146,182,141,50,194,104,116,79,81,143,95,160,220,89,139,38
"ADCY5",1,1,0,0,3,0,0,0,1,1,0,0,3,0,0,2,0
"ADCY6",6,5,15,10,12,19,2,7,8,8,9,15,19,13,7,6,4
"ADCY6-DT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCY7",2256,4073,4552,4365,3336,7452,3226,2425,3308,2356,3467,4434,7548,7930,2098,2405,2054
"ADCY8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCY9",152,282,385,315,174,277,101,99,172,150,183,228,343,511,96,83,93
"ADCYAP1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ADCYAP1R1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ADD1",4124,6630,6148,7234,4166,6483,3816,4025,4987,4164,6104,5559,9604,10526,3780,3561,3394
"ADD2",121,243,214,203,199,432,198,186,171,158,151,380,573,426,119,111,123
"ADD3",3643,5388,6296,3996,4319,9853,4424,2495,3145,3037,3845,5834,9995,9881,2434,3122,2341
"ADD3-AS1",8,9,14,9,22,24,6,3,7,13,10,10,11,28,7,14,3
"ADGB",0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1
"ADGB-DT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRA1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRA2",48,100,129,131,57,150,45,73,58,75,34,106,160,150,51,56,44
"ADGRA3",51,44,63,54,31,81,35,13,25,32,23,71,140,171,23,23,32
"ADGRA3P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRB1",25,39,35,34,30,56,16,18,22,50,17,44,58,49,12,27,13
"ADGRB2",13,34,47,60,16,18,12,9,31,23,14,25,49,24,5,24,8
"ADGRB3",0,9,18,10,1,0,1,0,1,1,0,0,2,4,0,2,1
"ADGRB3-DT",5,45,93,38,4,6,11,4,5,20,3,2,13,43,10,12,27
"ADGRD1",52,57,122,80,36,107,93,45,39,58,39,31,39,117,10,32,23
"ADGRD1-AS1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRD1-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRE1",1818,1260,1337,823,1284,1458,1429,1802,967,911,4838,1486,2915,1451,968,420,914
"ADGRE2",1466,3538,2335,3136,1716,2339,2446,4877,2600,3742,4923,1554,2579,6021,2946,2605,1928
"ADGRE3",1664,2541,3019,2015,1370,2229,1852,3778,2178,1812,3565,1208,1990,5790,1422,2690,1140
"ADGRE4P",427,255,210,161,269,265,218,96,216,145,968,394,616,322,128,96,91
"ADGRE5",8535,14601,17054,14293,8251,12649,8234,15567,14089,12899,13463,7632,13808,18001,10404,13582,6853
"ADGRF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRF2P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRF3",11,19,8,10,10,23,19,5,9,6,4,8,15,21,4,1,1
"ADGRF4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRF5",0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
"ADGRF5-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRF5P1",8,0,0,0,9,48,0,1,0,4,3,10,27,11,0,0,2
"ADGRF5P2",0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
"ADGRG1",897,1247,2402,3562,898,704,478,305,1578,998,1028,780,1197,3343,480,1154,636
"ADGRG2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ADGRG3",2074,4151,4974,2343,933,3008,2306,5760,2343,1619,4869,1932,2535,5795,2209,3692,953
"ADGRG4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRG5",674,565,572,694,388,726,313,278,451,351,1308,714,1311,1080,304,375,279
"ADGRG6",15,2,9,14,8,15,3,2,5,19,19,6,14,3,4,5,5
"ADGRG7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRL1",371,513,641,621,486,1313,422,248,358,334,412,782,1494,839,318,346,319
"ADGRL1-AS1",175,190,305,233,195,326,158,102,138,142,151,238,402,403,157,153,91
"ADGRL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRL3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRL3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRL4",0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"ADGRV1",1,0,2,0,0,4,1,1,2,0,4,1,5,8,4,1,0
"ADH1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH1C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ADH5",1113,1313,1379,1216,1079,2606,1030,528,721,886,819,1275,2406,2387,826,1012,729
"ADH5P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH5P3",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH5P4",0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0
"ADH5P5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ADH6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADHFE1",146,200,218,193,147,293,117,110,74,103,94,177,311,263,69,142,90
"ADI1",1062,1033,1649,1276,1165,1536,776,732,651,935,787,1225,2046,1779,896,998,699
"ADI1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADI1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADI1P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADIG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADIPOQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADIPOQ-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADIPOR1",12684,18572,15872,29404,15182,8140,14231,11740,27216,10689,26688,4547,7080,12141,29279,7770,20806
"ADIPOR1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADIPOR1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADIPOR2",968,1393,1411,1553,975,1995,871,902,1050,1053,1216,1341,2559,2551,903,1081,774
"ADIRF",0,3,8,16,1,21,3,0,1,7,0,0,2,0,0,4,2
"ADIRF-AS1",25,128,161,98,48,84,48,44,29,45,38,53,118,75,22,28,20
"ADISSP",696,724,1423,864,538,1288,568,664,464,660,419,818,1484,1010,532,681,511
"ADK",281,325,290,311,296,686,198,189,214,304,230,401,632,633,200,260,232
"ADM",364,790,925,363,158,643,664,1876,528,441,872,401,585,836,799,408,304
"ADM-DT",0,3,3,1,2,3,4,2,5,1,4,4,6,12,2,3,0
"ADM2",30,43,40,39,30,59,42,23,27,27,18,35,84,39,31,22,23
"ADM5",9,24,24,14,19,22,10,2,6,14,9,13,34,27,17,8,2
"ADNP",1371,2004,1987,1926,1603,3320,1339,1283,1319,1309,1654,2087,3640,3922,985,1176,957
"ADNP-AS1",8,8,17,20,23,29,14,6,17,16,10,26,25,22,4,10,11
"ADNP2",308,443,580,395,334,800,336,251,279,310,332,438,833,823,212,278,205
"ADO",410,450,654,531,433,1060,341,321,234,335,342,591,1006,942,282,326,256
"ADORA1",6,2,13,7,1,4,5,1,3,5,7,26,32,10,12,31,2
"ADORA1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADORA1-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADORA2A",26,61,51,48,56,124,50,24,28,18,55,93,171,151,26,24,40
"ADORA2A-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADORA2B",22,35,46,41,48,56,19,25,17,25,45,23,36,27,14,24,21
"ADORA2BP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADORA3",282,105,96,58,136,68,32,52,75,70,366,193,350,122,72,39,58
"ADPGK",1998,3317,3871,3046,2197,5849,2633,2037,1979,2386,2540,3024,5288,6015,1765,2358,1608
"ADPGK-AS1",2,4,11,10,0,10,1,3,3,4,0,4,7,13,7,1,2
"ADPRH",219,317,400,378,227,364,212,266,246,272,342,391,738,502,281,256,193
"ADPRHL1",9,11,25,11,8,25,3,12,11,3,18,8,21,51,8,12,6
"ADPRM",142,167,166,165,198,392,162,63,72,131,114,199,329,277,138,138,116
"ADPRS",656,749,1049,840,518,1088,504,524,508,644,454,752,1246,1340,537,667,453
"ADRA1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRA1B",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"ADRA1D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRA2A",12,6,7,32,15,5,5,2,14,3,11,8,14,12,16,17,6
"ADRA2B",0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"ADRA2C",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ADRB1",8,12,14,6,4,13,4,4,2,2,3,8,9,30,7,9,0
"ADRB2",399,506,773,581,299,734,282,265,321,305,275,465,878,892,259,477,261
"ADRB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRM1",1451,1635,2405,1865,1149,1913,1113,1281,1227,1387,1213,1527,2734,2460,1190,1328,932
"ADSL",775,852,1031,951,822,1955,784,501,490,718,577,985,1879,1603,616,654,598
"ADSS1",31,38,61,34,20,58,35,31,6,17,10,43,81,52,33,16,25
"ADSS2",937,1245,1930,1452,1049,2120,1053,809,851,1053,1042,1286,2403,2364,729,871,791
"ADTRP",88,151,171,132,214,434,240,32,62,97,54,98,152,201,75,70,41
"AEBP1",167,185,225,193,263,476,184,158,191,231,240,302,567,518,148,154,111
"AEBP2",300,422,609,365,423,937,369,276,348,318,319,602,906,832,197,354,238
"AEN",397,627,611,584,419,1103,441,253,312,483,308,660,1049,874,341,306,404
"AFAP1",81,114,185,223,272,185,80,81,101,73,85,180,283,408,94,185,54
"AFAP1-AS1",0,3,14,10,14,3,4,2,0,1,6,4,8,13,0,7,3
"AFAP1L1",3,5,8,5,1,2,1,5,8,3,1,3,7,14,3,2,4
"AFAP1L2",76,104,86,109,107,200,86,63,84,73,59,102,186,128,78,71,39
"AFDN",55,190,180,202,110,229,86,60,104,234,109,196,355,430,35,222,91
"AFDN-DT",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"AFF1",835,1641,1675,1282,1087,2176,1195,1249,1398,1044,1481,1626,2383,3025,943,857,691
"AFF2",47,42,45,29,34,46,17,40,66,15,103,50,74,78,30,30,15
"AFF2-IT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFF3",237,519,320,442,449,889,208,240,489,452,429,778,1092,1209,262,309,292
"AFF4",662,1125,1202,898,957,1839,875,722,846,762,1072,1335,2183,2497,545,788,492
"AFF4-DT",0,1,0,2,0,0,0,0,0,3,0,0,0,1,0,1,0
"AFF4P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFG1L",34,31,51,40,32,82,28,21,20,42,34,51,105,88,17,10,21
"AFG2A",90,110,139,79,127,194,92,73,76,129,78,148,196,221,63,58,45
"AFG2B",195,170,326,340,225,311,134,227,194,157,128,264,421,456,157,212,103
"AFG3L1P",416,739,584,558,509,1130,487,275,367,438,419,649,1066,1166,290,319,289
"AFG3L2",579,723,927,811,581,1201,543,364,459,608,559,858,1520,1289,433,466,406
"AFG3L2P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFMID",78,122,129,120,66,138,87,59,30,91,86,107,160,158,82,44,47
"AFP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFTPH",1040,1754,1845,1503,1353,2140,1127,1233,1238,1141,1545,1616,2777,3130,1059,1182,962
"AFTPH-DT",21,36,37,43,28,49,24,41,16,37,28,41,72,73,26,14,31
"AGA",304,256,447,308,275,674,251,209,198,293,237,405,712,596,253,278,219
"AGA-DT",1,5,6,3,9,14,4,0,7,6,8,2,14,21,8,7,2
"AGAP1",47,100,136,148,55,61,38,39,41,50,58,103,200,262,40,105,62
"AGAP1-IT1",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AGAP10P",9,19,12,14,9,13,4,0,16,8,7,1,11,7,4,18,0
"AGAP11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGAP12P",9,2,3,6,7,10,4,1,1,5,3,9,27,9,5,4,21
"AGAP13P",0,2,0,0,1,6,4,0,1,1,8,2,2,3,1,0,0
"AGAP14P",11,18,28,39,24,31,14,18,16,6,18,13,20,29,12,6,12
"AGAP2",1148,2103,2199,1958,1401,2609,1369,1202,1203,1053,1605,2158,3534,3428,1018,1178,929
"AGAP2-AS1",4,10,5,6,2,21,2,4,1,12,2,5,4,3,2,8,1
"AGAP3",354,590,843,688,323,796,325,424,214,412,368,496,953,863,361,310,312
"AGAP4",148,238,193,198,108,399,161,92,89,166,170,233,383,437,110,128,130
"AGAP5",0,8,13,5,9,18,14,3,3,2,3,12,13,11,2,0,2
"AGAP6",326,503,457,415,343,845,366,217,217,274,293,498,871,874,230,243,211
"AGAP7P",127,91,156,192,126,222,93,171,67,109,129,110,191,110,121,159,88
"AGAP9",29,164,143,103,47,209,114,27,42,35,91,103,171,161,28,58,63
"AGBL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
