Gene	GSM3288224_Sample_01-TI_Fe73	GSM3288229_Sample_03-TITD_Fe46	GSM3288232_Sample_04-TITD_Fe50	GSM3288235_Sample_05-TITD_Fe80	GSM3288238_Sample_06-TITD_Fe28	GSM3288241_Sample_07-TI_Fe77	GSM3288246_Sample_09-TITD_tripletC	GSM3288249_Sample_10-TI_tripletH	GSM3288252_Sample_11-TITD_tripletQ	GSM3288255_Sample_12-TITD_tripletW	GSM3288256_Sample_12-TITD_exTM_tripletW	GSM3288258_Sample_13-TITD_tripletS	GSM3288261_Sample_14-TI_tripletA	GSM3288264_Sample_15-TITD_tripletG	GSM3288268_Sample_16-TITD_tripletJ	GSM3288276_Sample_18-TI_tripletT
ADCY10	0	1	1	6	3	13	0	3	5	27	14	2	4	11	8	8
ADCY10P1	72	20	14	69	30	37	13	6	100	113	92	69	58	154	95	84
ADCY2	0	2	2	3	1	2	0	3	1	1	1	3	1	0	1	1
ADCY3	267	224	115	270	184	139	82	39	219	37	128	156	120	247	123	116
ADCY4	188	7	7	1	12	54	4	7	3	0	1	263	2	17	1	1
ADCY5	13	3	2	9	3	4	9	2	11	10	56	7	5	6	15	31
ADCY6	27	10	9	12	15	472	5	0	5	1	5	93	9	112	2	2
ADCY7	753	1440	707	1427	949	764	162	120	353	333	550	1072	377	978	564	405
ADCY8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY9	19	7	5	0	3	78	1	0	1	1	1	68	1	3	1	2
ADCYAP1	0	9	0	1	0	47	0	1	5	0	3	598	0	10	0	1
ADCYAP1R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADD1	1714	3218	2756	3775	3293	2993	1955	1127	6460	3615	7554	4906	4217	6756	5634	6243
ADD2	1951	2356	3349	3272	3573	1677	5951	6038	16486	3721	11864	8968	10401	20717	11356	11442
ADD3	69	385	340	153	314	291	33	43	175	99	362	535	151	380	289	262
ADD3-AS1	0	1	1	1	0	2	3	0	5	4	8	5	0	3	1	8
ADGB	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ADGRA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRA1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRA2	28	10	9	7	14	196	6	6	6	5	11	180	6	8	4	3
ADGRA3	48	139	96	224	168	88	3	2	13	2	11	52	22	38	8	11
ADGRB1	22	7	0	6	4	9	0	0	1	0	0	32	0	1	0	0
ADGRB2	10	1	0	1	2	0	0	0	0	0	0	7	0	0	0	0
ADGRB3	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ADGRD1	0	0	0	0	0	1	0	0	0	1	9	7	0	0	0	2
ADGRE1	0	1	0	0	1	211	0	0	4	3	2	449	4	3	4	5
ADGRE2	348	853	466	269	575	230	14	6	11	7	7	312	14	13	8	3
ADGRE3	0	0	0	0	0	63	1	0	0	0	1	133	2	8	0	0
ADGRE4P	0	2	0	3	8	18	0	1	3	4	4	20	0	2	4	1
ADGRE5	1261	976	573	678	743	2587	231	163	278	89	201	9952	209	798	225	179
ADGRF1	1	4	1	7	4	0	3	9	5	2	9	10	4	11	5	4
ADGRF2	0	1	1	0	0	2	1	1	0	1	0	2	0	0	0	0
ADGRF3	0	6	2	12	6	12	1	4	15	9	8	13	10	14	14	14
ADGRF4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ADGRF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRG1	1010	1404	601	534	720	525	111	27	151	21	57	252	73	203	81	57
ADGRG2	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0
ADGRG3	145	2	2	0	9	1208	8	81	16	5	10	2123	22	74	15	11
ADGRG4	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADGRG5	12	1	2	1	1	95	2	1	5	0	4	384	4	5	0	0
ADGRG6	0	2	0	0	0	6	0	0	0	0	0	4	0	1	1	0
ADGRG7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRL1	245	54	26	30	52	147	33	29	34	6	15	1009	21	34	13	32
ADGRL2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ADGRL3	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0
ADGRL3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRV1	0	4	2	1	1	6	0	0	3	7	8	1	3	4	9	11
ADH1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH4	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	0
ADH5	545	1109	860	1270	1037	925	174	94	383	124	407	1433	505	783	512	297
ADH6	0	0	1	2	0	0	0	0	1	0	0	1	1	0	0	0
ADH7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADHFE1	107	36	58	89	67	103	9	3	19	7	12	151	14	54	11	30
ADI1	65	310	170	167	285	127	35	20	97	37	75	167	67	196	98	76
ADIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOQ	11	5	10	6	8	7	4	11	15	5	5	16	8	3	11	5
ADIPOQ-AS1	16	0	0	2	0	2	0	2	8	1	4	7	2	34	0	5
ADIPOR1	1085	1649	1882	2936	2156	2788	732	616	2545	7602	8393	2330	2162	3126	4403	5732
ADIPOR2	1111	1778	1503	2531	1892	2285	833	645	2968	2229	3851	3301	2187	4552	3199	3136
ADIRF	10	1	2	0	3	1	2	2	0	0	0	10	0	1	0	0
ADK	307	753	581	964	775	617	311	154	566	177	373	1518	476	670	697	473
ADM	151	18	59	142	72	530	81	85	179	51	441	604	149	233	302	213
ADM2	72	21	12	46	29	170	30	35	64	29	42	42	18	579	24	34
ADM5	256	88	57	200	89	72	22	7	30	7	22	92	31	19	16	8
ADNP	2287	1112	747	1308	931	708	341	220	759	465	970	1242	479	1266	809	762
ADNP-AS1	0	13	10	26	13	7	2	5	9	1	11	7	8	13	7	4
ADNP2	61	745	519	653	638	434	134	120	474	344	570	519	391	755	566	608
ADO	136	334	197	292	256	216	47	30	76	26	64	338	76	214	117	68
ADORA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2A	0	1	0	0	0	0	0	0	2	0	1	4	0	0	1	0
ADORA2A-AS1	7	2	1	2	4	0	2	0	2	2	0	8	0	3	1	1
ADORA2B	42	523	295	503	352	175	18	7	25	13	24	55	57	83	37	32
ADORA3	301	15	16	16	36	186	47	19	15	11	19	672	27	91	72	17
ADPGK	499	881	494	1252	675	1199	129	63	333	176	437	1640	323	577	445	404
ADPGK-AS1	2	1	1	1	1	2	1	0	1	0	0	10	1	2	1	2
ADPRH	787	183	118	46	104	146	5	3	9	3	8	111	15	8	18	10
ADPRHL1	1	12	2	12	3	12	5	0	5	2	0	25	0	9	0	4
ADPRHL2	1148	476	353	548	463	711	304	201	542	273	317	1681	289	651	471	428
ADPRM	105	86	64	124	105	171	60	56	191	126	188	274	114	274	179	153
ADRA1A	22	6	8	6	4	11	9	27	15	10	5	29	7	9	9	12
ADRA1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA1D	10	193	168	57	45	11	0	0	2	2	3	1	0	0	0	3
ADRA2A	0	79	42	33	98	127	0	0	0	0	0	7	0	11	0	2
ADRA2B	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0
ADRA2C	41	2	10	1	3	8	1	0	0	1	0	67	0	0	1	0
ADRB1	0	0	1	0	1	2	0	0	0	0	1	3	1	1	0	0
ADRB2	1	4	5	6	5	70	5	4	1	2	3	187	1	20	3	2
ADRB3	0	0	1	0	3	29	0	0	0	0	0	1	0	0	0	1
ADRBK1	8050	2009	1549	2576	2024	7317	1747	2174	3051	703	1912	19433	2383	3651	2276	1831
ADRBK2	515	155	123	117	145	391	26	52	26	27	37	848	28	106	41	29
ADRM1	4304	2745	1878	4045	2491	4217	2980	1799	5673	2347	3017	6836	3881	5138	4921	4139
ADSL	3025	2232	1828	2154	2192	1727	1126	695	2274	481	994	3558	1666	2891	1886	1430
ADSS	175	613	323	523	487	288	36	13	98	78	135	382	132	342	166	154
ADSSL1	2	20	29	33	20	52	7	4	42	13	28	95	30	91	23	32
ADTRP	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0
AEBP1	623	1	41	26	48	105	4	9	13	1	3	318	0	16	1	5
AEBP2	91	265	167	210	251	92	58	12	41	69	73	155	83	163	124	58
AEN	1386	1035	836	1672	1093	1168	1182	358	1957	1081	1174	2325	1180	1710	1679	1962
AES	9485	3759	2940	5527	4570	6181	6397	6359	12951	5150	5812	11851	8079	8759	8920	8096
AFAP1	0	1	0	2	0	42	0	2	1	0	1	4	2	12	2	2
AFAP1-AS1	0	0	2	1	0	2	1	2	3	2	0	1	1	0	1	0
AFAP1L1	38	29	9	1	2	5	1	0	2	1	3	2	4	30	6	4
AFAP1L2	0	0	2	0	1	1	0	0	0	0	0	2	0	0	0	0
AFF1	452	1280	961	1301	1166	950	336	255	1053	2457	2892	1065	992	1820	1734	2032
AFF2	72	4	3	0	3	75	2	6	2	1	3	189	2	18	3	0
AFF3	18	12	11	19	5	16	13	26	28	11	13	51	23	18	25	22
AFF4	210	530	271	436	450	278	54	42	165	350	357	206	230	426	394	365
AFG3L1P	1370	384	222	1070	319	382	142	75	481	164	380	378	398	683	360	384
AFG3L2	1090	1908	1170	1420	1409	1072	491	262	1115	762	1188	1368	815	1557	1111	1088
AFM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFMID	208	347	341	331	332	351	88	37	152	63	105	568	183	391	152	120
AFP	0	1	0	0	0	4	0	0	0	0	0	3	0	3	0	0
AFTPH	196	602	443	621	517	305	211	144	539	1081	1187	881	413	875	820	862
AGA	253	257	161	314	224	343	97	88	361	102	386	364	224	845	222	243
AGAP1	147	239	517	101	805	16	23	7	156	20	30	21	102	15	35	4
AGAP1-IT1	0	3	2	0	18	0	1	4	8	3	0	1	2	0	3	0
AGAP11	0	7	4	5	5	2	0	0	1	5	7	4	5	12	3	5
AGAP2	456	159	119	129	176	294	37	31	27	15	23	497	33	56	47	20
AGAP2-AS1	1	10	6	3	7	7	1	0	3	5	5	4	1	2	6	8
AGAP3	3233	883	552	897	644	1306	213	93	308	83	90	966	362	334	244	165
AGAP4	1	14	3	30	11	30	3	3	7	19	15	15	13	22	11	19
AGAP5	35	13	12	36	13	20	2	0	8	30	40	16	13	26	16	23
AGAP6	125	107	80	377	100	143	34	10	91	189	232	78	73	207	134	166
AGAP7P	0	5	5	52	12	7	2	1	5	15	18	2	8	11	9	21
AGAP9	11	28	35	95	22	27	3	0	15	29	54	10	35	50	22	24
AGBL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL2	42	8	20	26	15	11	3	1	12	9	3	5	16	15	4	7
AGBL3	0	11	5	11	9	5	0	0	6	2	4	3	5	9	2	5
AGBL4	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0
AGBL4-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL5	513	748	596	498	729	553	230	243	669	229	399	779	471	633	595	456
AGBL5-AS1	2	2	2	1	1	2	1	2	0	0	0	3	1	3	3	2
AGER	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AGFG1	417	851	783	1176	1031	454	277	174	727	965	1441	1119	805	1287	1206	1070
AGFG2	646	497	488	425	571	473	703	513	1080	168	654	688	782	2079	680	510
AGGF1	198	543	400	542	513	239	101	82	324	166	442	495	294	616	514	326
AGK	0	56	34	35	40	14	1	1	4	3	15	2	8	28	8	13
AGL	93	269	221	339	325	98	72	47	232	58	143	307	141	245	275	143
AGMAT	85	39	41	62	38	27	24	29	38	16	19	79	29	9	18	17
AGMO	30	3	1	4	3	2	1	6	9	10	7	25	4	5	7	7
AGO1	670	259	154	214	182	227	50	64	81	17	42	1450	76	164	82	69
AGO2	287	251	202	441	286	150	170	129	417	513	805	330	353	574	508	564
AGO3	84	98	87	81	86	80	14	7	38	22	30	129	29	47	56	17
AGO4	354	234	156	214	208	293	12	45	62	25	64	682	74	215	94	72
AGPAT1	0	31	33	51	23	40	6	0	0	18	49	1	0	0	0	0
AGPAT2	3209	450	249	252	392	2560	215	412	69	36	68	8444	140	246	192	49
AGPAT3	2314	1618	1024	1834	1428	1423	857	724	2281	1203	2413	2265	1637	2981	2203	2230
AGPAT4	262	68	164	678	170	431	801	635	3936	4084	3432	2212	1574	1807	2798	2941
AGPAT4-IT1	16	5	13	19	9	3	53	103	491	508	205	206	71	37	261	218
AGPAT5	336	2824	1942	1787	2298	550	164	51	409	181	511	567	513	1071	775	423
AGPAT6	7757	1523	1060	1364	1118	1517	849	653	1409	270	495	3074	927	1305	906	733
AGPAT9	61	12	16	11	26	79	11	7	16	5	27	140	19	161	17	12
AGPS	271	978	644	918	858	593	198	149	518	182	667	904	523	1407	662	706
AGR2	0	0	1	0	2	16	0	0	0	0	0	0	0	0	3	0
AGR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGRN	1427	1035	445	1049	676	361	242	205	770	76	451	391	519	879	321	370
AGRP	3	4	4	1	6	19	15	23	6	1	5	12	11	10	4	7
AGT	0	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0
AGTPBP1	348	376	274	553	377	414	56	46	227	510	713	681	216	469	389	416
AGTR1	0	1	0	0	0	3	0	3	1	1	0	1	0	1	1	0
AGTR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGTRAP	2842	1680	1156	1379	1748	3738	697	552	1176	203	314	7327	713	1032	1298	638
AGXT	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AGXT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHCTF1	41	320	193	598	258	169	49	17	131	72	193	199	172	304	225	190
AHCTF1P1	0	0	7	2	7	0	0	2	9	0	0	3	0	1	2	4
AHCY	8894	3727	2661	3666	3415	3563	863	406	1422	240	492	3997	1144	2582	1232	788
AHCYL1	976	1608	961	1098	1442	1231	360	245	1013	430	876	1812	696	1380	881	819
AHCYL2	41	114	46	68	61	84	10	10	8	10	13	42	15	29	13	14
AHDC1	288	138	101	226	135	149	38	19	112	38	121	215	61	75	88	83
AHI1	612	143	87	109	104	97	42	32	85	27	44	205	95	145	93	67
AHNAK	5378	3860	2117	1163	1931	2182	129	50	41	37	78	3346	183	211	119	60
AHNAK2	135	21	14	8	18	14	2	0	3	3	8	35	1	15	1	3
AHR	95	167	91	121	161	184	14	29	20	38	71	155	44	102	98	60
AHRR	553	54	27	119	82	349	25	13	21	23	60	316	46	61	67	48
AHSA1	1168	2725	1996	3827	2580	2918	692	234	1566	1408	1374	2581	2042	1410	2852	2036
AHSA2	4834	838	740	1309	802	1178	200	165	657	223	489	913	487	1364	757	550
AHSG	0	3	3	2	1	2	1	0	1	0	1	0	0	9	1	1
AHSP	17222	5331	10152	31080	9009	20417	164050	178513	287280	115163	99094	156811	93277	150432	197946	140939
AICDA	16	9	11	5	5	8	6	15	15	5	8	26	8	6	6	8
AIDA	66	195	158	244	164	64	57	66	286	126	369	248	124	423	276	230
AIF1	1	3	0	1	1	36	1	1	1	0	0	82	0	4	2	0
AIF1L	3	3	0	10	3	10	0	0	0	1	1	20	1	2	4	1
AIFM1	1086	937	604	1201	823	986	523	303	1334	469	731	1748	979	1503	1180	975
AIFM2	563	1048	531	1130	614	345	1103	684	963	641	1074	1157	1170	1475	1671	1654
AIFM3	378	32	23	23	31	139	3	5	13	5	5	57	5	24	10	7
AIG1	402	705	486	312	571	561	94	60	227	45	172	615	138	532	174	121
AIM1	116	55	15	43	153	245	15	23	39	7	53	355	22	56	39	22
AIM1L	0	2	3	3	2	5	0	0	0	0	0	5	0	1	0	0
AIM2	0	0	0	1	2	1	0	0	1	2	1	0	0	0	1	0
AIMP1	1211	864	798	1261	911	770	422	243	1128	353	696	1705	811	1787	1147	922
AIMP2	31	539	356	629	484	367	107	46	301	217	401	382	289	727	402	394
AIP	1416	649	464	673	598	1356	305	237	512	223	206	3497	439	554	433	331
AIPL1	159	8	9	14	13	14	34	37	47	23	15	51	10	20	25	19
AIRE	0	1	0	4	2	1	7	3	4	2	6	6	1	0	1	1
AIRN	0	0	0	2	2	0	3	0	2	1	0	3	2	0	0	2
AJAP1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AJUBA	0	9	6	5	10	7	0	0	1	1	0	7	2	3	0	1
AK1	1239	365	685	1529	933	1252	3889	3977	9881	3353	4296	6555	4445	4904	6529	5536
AK2	4107	2604	1921	2864	2495	2299	988	659	1819	390	780	7659	1293	1691	1640	1012
AK3	376	798	539	723	699	489	106	77	417	211	613	649	498	1103	707	515
AK4	99	270	431	231	521	280	26	10	56	29	17	118	48	25	9	20
AK5	41	4	3	0	3	13	0	3	0	0	0	9	1	1	0	0
AK6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK7	0	10	24	65	48	31	42	42	151	135	430	45	119	227	220	174
AK8	0	9	18	11	15	13	6	7	6	4	5	21	4	33	7	4
AK9	63	42	37	71	59	40	18	20	37	22	45	68	19	39	59	46
AKAP1	715	652	370	493	468	344	118	32	175	27	71	476	139	213	139	71
AKAP10	60	263	195	449	281	260	64	30	214	257	476	250	221	423	381	284
AKAP11	38	296	169	221	274	108	45	20	132	90	277	150	140	361	310	170
AKAP12	60	31	20	21	20	146	9	22	15	10	18	231	11	35	20	14
AKAP13	397	517	329	376	386	606	81	74	232	373	780	752	197	377	312	345
AKAP14	0	0	1	0	0	1	3	1	1	0	1	6	2	3	1	1
AKAP17A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP2	0	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0
AKAP3	7	3	10	5	10	6	3	0	12	0	12	6	6	8	8	10
AKAP4	73	40	31	19	68	57	2	1	2	10	3	7	0	8	7	5
AKAP5	81	33	16	35	9	17	21	72	53	12	11	50	10	25	19	24
AKAP6	0	1	0	3	2	2	0	0	0	2	1	0	1	1	0	1
AKAP7	0	26	32	70	51	41	36	25	26	78	296	256	52	214	95	113
AKAP8	1930	829	486	959	597	618	552	301	1037	409	713	2030	582	893	898	780
AKAP8L	8355	1327	1288	2791	1635	2899	5308	5283	9200	6070	6454	10448	4469	5597	5203	5808
AKAP9	88	353	299	621	371	343	64	44	229	682	901	413	268	724	521	570
AKIP1	357	426	293	436	456	439	212	172	581	94	248	660	302	434	382	324
AKIRIN1	61	1036	687	862	841	508	79	40	304	481	948	456	479	641	795	742
AKIRIN2	380	474	365	608	489	643	153	102	397	724	750	860	450	806	698	660
AKNA	626	62	55	60	84	874	27	36	14	8	35	1237	32	125	37	15
AKNAD1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
AKR1A1	3473	1063	845	907	1034	2045	506	275	670	152	220	4685	699	787	704	443
AKR1B1	557	1010	814	713	839	1933	194	142	116	82	90	1015	350	246	206	133
AKR1B10	18	2	2	2	1	5	1	4	2	1	1	9	5	2	4	0
AKR1B15	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
AKR1C1	8	255	218	334	277	119	121	69	42	25	203	105	199	262	72	100
AKR1C2	50	12	39	26	30	26	23	17	17	8	16	127	38	76	19	19
AKR1C3	196	611	668	1106	1478	1046	696	418	603	326	845	3104	1907	5433	2635	1505
AKR1C4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
AKR1C6P	0	3	2	3	2	2	0	3	3	4	1	3	1	2	2	1
AKR1C8P	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AKR1D1	15	3	6	6	7	4	10	16	12	5	7	27	1	6	5	6
AKR1E2	62	53	46	88	98	92	18	59	87	78	146	284	79	278	157	182
AKR7A2	217	784	790	565	756	914	296	222	412	134	310	1525	643	851	628	476
AKR7A2P1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	2	0
AKR7A3	2	6	6	14	2	3	0	0	2	5	4	20	3	4	1	0
AKR7L	205	10	8	15	5	6	2	3	6	2	3	11	3	5	6	5
AKT1	1802	2698	1242	2794	1929	2085	281	156	1053	370	1452	1535	1126	2355	1227	1267
AKT1S1	1297	778	772	1169	935	1618	884	796	1657	2415	1814	1768	1115	1231	1475	1820
AKT2	1152	1533	1280	1687	1344	2038	603	369	1505	1351	2055	2355	1343	2288	1383	1925
AKT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKTIP	20	26	14	23	16	30	3	11	6	8	12	60	10	22	18	8
ALAD	846	2290	4525	7760	4575	2364	2254	3475	10318	4939	16740	4652	5716	12815	8063	10887
ALAS1	178	609	780	474	616	1833	108	62	270	166	331	3088	305	536	303	273
ALAS2	9141	9471	19450	24825	19010	40177	47347	58125	138103	190371	145132	78618	77562	88075	133980	144479
ALB	41	3	3	1	0	40	0	1	0	0	1	1	0	1	0	0
ALCAM	646	60	35	24	67	492	61	44	13	22	46	1701	40	73	65	24
ALDH16A1	5197	1448	907	2109	1259	1750	1475	1393	2788	453	892	2739	1697	2259	1667	1142
ALDH18A1	693	1099	947	1530	1130	854	322	165	768	169	641	1708	625	1253	888	640
ALDH1A1	220	177	37	168	116	808	310	144	544	31	418	2523	410	3237	1015	320
ALDH1A2	0	2	15	9	4	1	1	0	0	0	0	3	1	0	0	0
ALDH1A3	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0
ALDH1B1	284	541	413	344	515	265	81	17	104	22	56	216	124	123	105	84
ALDH1L1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ALDH1L1-AS1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
ALDH1L1-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH1L2	5	9	4	9	10	62	4	10	8	1	5	7	5	31	4	5
ALDH2	11	10	21	25	33	763	32	62	34	23	248	846	100	284	150	84
ALDH3A1	19	1	0	1	3	5	0	0	0	0	1	4	0	0	0	0
ALDH3A2	101	327	264	335	303	349	45	27	59	23	67	496	92	134	103	53
ALDH3B1	1554	1026	2014	606	1982	1948	152	117	439	130	677	1555	504	1013	310	429
ALDH3B2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ALDH4A1	1308	1228	726	691	768	695	202	104	475	138	261	1456	382	577	513	338
ALDH5A1	247	795	386	491	553	202	156	97	84	583	681	569	258	463	409	851
ALDH6A1	90	255	298	207	310	150	89	98	294	332	291	252	239	562	307	249
ALDH7A1	35	1	2	7	3	39	8	3	3	2	1	52	2	7	3	3
ALDH8A1	89	23	13	23	15	11	7	20	14	8	6	41	8	16	8	6
ALDH9A1	296	404	395	825	486	413	107	161	514	232	666	696	366	1256	689	693
ALDOA	15786	23783	25932	18438	33519	33667	10866	14892	21834	5628	12307	55996	10194	16146	11760	8897
ALDOB	0	0	1	0	0	0	0	0	0	0	3	2	1	0	2	0
ALDOC	744	1117	1699	499	2103	965	143	370	782	88	410	685	101	174	96	99
ALG1	255	349	225	253	343	273	112	70	229	54	110	394	161	219	166	128
ALG10	33	43	35	32	35	28	13	4	27	10	20	33	22	62	18	24
ALG10B	42	77	65	93	122	59	30	18	119	59	123	132	78	257	137	106
ALG11	5	48	30	64	46	45	16	9	62	41	85	52	53	79	102	95
ALG12	388	280	244	320	267	448	94	92	351	124	286	378	215	448	244	276
ALG13	51	383	300	588	364	230	140	109	473	308	579	513	256	786	477	383
ALG14	139	161	148	284	188	84	75	31	231	80	136	225	172	134	273	197
ALG1L	0	0	0	1	3	0	1	0	0	2	0	9	1	5	2	0
ALG1L2	0	2	3	4	4	2	0	0	0	0	2	2	0	0	0	1
ALG1L9P	23	6	6	15	10	6	11	12	14	10	7	42	15	11	8	8
ALG2	450	391	273	530	328	350	53	34	180	117	238	409	157	330	249	250
ALG3	2753	1119	743	1125	1031	1343	492	260	619	133	251	2185	488	681	458	359
ALG5	590	632	351	630	493	479	150	82	446	89	289	1019	316	509	441	320
ALG6	288	248	150	361	238	113	107	93	367	62	214	553	176	344	299	223
ALG8	830	661	392	683	517	380	103	77	296	65	140	401	237	280	284	151
ALG9	1242	414	320	499	429	333	152	139	391	78	277	453	234	635	409	340
alignment_not_unique	6833308	3311894	3839344	7229444	4715220	7640140	17041904	23950992	27978102	30032186	16896844	23644126	15096930	14051114	24751550	22407760
ALK	0	0	0	0	0	22	1	0	0	0	0	2	0	2	1	0
ALKBH1	6	225	160	287	200	141	67	29	139	88	175	260	108	238	166	163
ALKBH2	687	271	292	471	287	272	106	25	146	29	48	477	141	185	116	75
ALKBH3	632	482	358	420	541	543	265	223	637	59	137	1421	358	603	252	208
ALKBH3-AS1	0	5	2	3	5	0	1	0	2	0	3	4	0	1	0	1
ALKBH4	440	195	167	247	196	196	114	96	265	74	130	352	173	230	209	173
ALKBH5	500	1352	1399	1527	1834	1460	682	399	2085	1015	2129	1729	1345	2148	1921	1975
ALKBH6	517	322	381	726	429	821	476	472	974	617	676	864	758	722	915	935
ALKBH7	507	643	658	393	753	1558	940	864	968	378	219	4412	513	1246	651	382
ALKBH8	0	113	71	183	91	35	15	5	42	17	35	90	38	81	55	32
ALLC	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1
ALMS1	204	278	144	378	241	192	152	93	411	188	527	298	301	527	456	429
ALMS1-IT1	11	11	12	19	23	12	32	26	71	45	130	29	85	130	121	93
ALMS1P	0	1	0	3	0	1	0	1	2	2	3	1	0	2	3	4
ALOX12	114	53	52	79	52	115	11	19	24	68	57	41	27	96	35	52
ALOX12-AS1	15	23	16	20	17	28	4	8	7	35	26	25	20	29	15	16
ALOX12B	33	46	33	25	32	4	1	1	4	2	1	1	3	7	3	1
ALOX12P2	15	15	3	28	14	19	1	1	1	4	2	20	1	8	1	3
ALOX15	1	6	1	2	5	40	2	6	5	0	6	30	3	4	5	1
ALOX15B	174	10	36	4	70	511	2	1	3	6	9	16	0	3	6	3
ALOX15P1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ALOX5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALOX5AP	141	302	96	1	72	1188	558	480	171	123	375	7062	352	1650	1082	203
ALOXE3	7	7	4	3	5	3	0	0	0	3	0	0	0	0	0	0
ALPI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALPK1	365	99	66	108	106	356	15	27	10	12	16	590	22	81	15	8
ALPK2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ALPK3	24	2	0	16	3	4	2	3	6	2	5	7	3	11	1	8
ALPL	40	63	292	127	246	57	110	73	329	70	77	272	157	145	99	89
ALPP	0	0	2	0	0	2	4	0	0	4	2	2	1	2	3	3
ALPPL2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ALS2	1572	1471	1126	1186	1072	872	149	88	384	467	674	1623	375	849	748	744
ALS2CL	14	0	2	0	2	12	1	1	3	0	3	93	0	0	2	3
ALS2CR11	0	0	0	1	1	1	0	0	3	2	8	0	1	2	2	2
ALS2CR12	59	3	5	14	12	20	20	9	29	92	57	24	22	26	30	61
ALX1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ALX3	0	14	16	20	17	10	0	2	1	10	33	2	0	20	5	22
ALX4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ALYREF	569	3770	2680	3523	3523	3081	2820	1521	6008	1440	2711	7366	4300	6067	5578	4437
AMACR	0	12	6	4	7	7	0	0	0	0	1	2	0	6	0	0
